roi1,roi2,voxel_idx_1,voxel_idx_2,gsp1000_mf_AvgR,yeo1000_dil_AvgR,diff
medulla,right_anterior_lateral_ventricle,[43 30 15],[29 38 37],0.07467297464609146,0.07634944468736649,-0.0016764700412750244
medulla,right_anterior_lateral_ventricle,[52 25 10],[35 44 47],-0.06366592645645142,-0.01408025249838829,-0.049585673958063126
medulla,right_anterior_lateral_ventricle,[36 40  7],[30 36 38],0.0460614450275898,0.05023385211825371,-0.00417240709066391
medulla,right_anterior_lateral_ventricle,[40 40  7],[36 47 43],0.010339387692511082,0.00776166096329689,0.0025777267292141914
medulla,right_anterior_lateral_ventricle,[38 28 10],[38 49 47],-0.039503633975982666,-0.015405376441776752,-0.024098257534205914
medulla,right_anterior_lateral_ventricle,[43 32 10],[31 41 40],0.044390320777893066,0.04015785828232765,0.004232462495565414
medulla,right_anterior_lateral_ventricle,[38 35  9],[38 47 44],0.05350617319345474,0.0315263532102108,0.021979819983243942
medulla,right_anterior_lateral_ventricle,[47 30 14],[30 42 36],0.024877602234482765,0.02627098560333252,-0.0013933833688497543
medulla,right_anterior_lateral_ventricle,[38 35  6],[38 51 48],-0.058027856051921844,-0.0005909075844101608,-0.057436948467511684
medulla,right_anterior_lateral_ventricle,[38 30 10],[34 42 40],0.03056861087679863,0.03443608060479164,-0.0038674697279930115
medulla,right_anterior_lateral_ventricle,[53 22 13],[37 51 49],-0.0631403848528862,-0.013026395812630653,-0.05011398904025555
medulla,right_anterior_lateral_ventricle,[43 40 15],[35 46 42],0.05481790751218796,-0.0423283688724041,0.09714627638459206
medulla,right_anterior_lateral_ventricle,[44 41 14],[29 42 38],0.0983486920595169,0.05047626793384552,0.04787242412567139
medulla,right_anterior_lateral_ventricle,[62 26  9],[37 55 49],-0.05073050782084465,-0.003124271985143423,-0.04760623583570123
medulla,right_anterior_lateral_ventricle,[45 42 14],[30 38 40],0.0869021862745285,0.04047834873199463,0.046423837542533875
medulla,right_anterior_lateral_ventricle,[36 21 13],[38 50 46],-0.014965909533202648,-0.003761578816920519,-0.01120433071628213
medulla,right_anterior_lateral_ventricle,[45 32 15],[30 42 41],0.02076856791973114,0.02363564632833004,-0.0028670784085989
medulla,right_anterior_lateral_ventricle,[58 36  6],[32 45 43],-0.04025163874030113,-0.029129836708307266,-0.011121802031993866
medulla,right_anterior_lateral_ventricle,[49 42  8],[33 40 39],0.030863353982567787,0.018457559868693352,0.012405794113874435
medulla,right_anterior_lateral_ventricle,[53 35  6],[32 44 41],-0.010940038599073887,0.002139122923836112,-0.013079161522909999
medulla,right_anterior_lateral_ventricle,[42 24 17],[36 46 43],0.046903423964977264,0.015919310972094536,0.03098411299288273
medulla,right_anterior_lateral_ventricle,[51 34  7],[35 45 42],0.057072337716817856,0.033754970878362656,0.0233173668384552
medulla,right_anterior_lateral_ventricle,[43 41 16],[36 43 44],0.061908215284347534,0.03128306195139885,0.030625153332948685
medulla,right_anterior_lateral_ventricle,[51 35 11],[31 37 40],0.02401079051196575,0.02075500413775444,0.0032557863742113113
medulla,right_anterior_lateral_ventricle,[41 38  4],[37 53 48],-0.01628400944173336,-0.005754014477133751,-0.01052999496459961
medulla,right_anterior_lateral_ventricle,[53 34  9],[33 40 39],0.03169241547584534,0.029272358864545822,0.0024200566112995148
medulla,right_anterior_lateral_ventricle,[50 34  7],[39 54 48],-0.01885424554347992,0.004744149744510651,-0.02359839528799057
medulla,right_anterior_lateral_ventricle,[39 33  5],[39 48 46],-0.01986466720700264,-0.002145994920283556,-0.017718672286719084
medulla,right_anterior_lateral_ventricle,[45 43  7],[34 43 42],0.06866127997636795,0.020453494042158127,0.048207785934209824
